NAME,SAMPLE_ID,PLATE_ID,CAS,ATG_ID
"Trimethyl benzene-1,2,4-tricarboxylate",TP0001283E05,TP0001283,'2459-10-1',AT003288
"2,6-Dimethylhept-5-enal",TP0001283E06,TP0001283,'106-72-9',AT003289
"1,4-Dioxacycloheptadecane-5,17-dione",TP0001283E07,TP0001283,'105-95-3',AT003290
2-tert-Butylcyclohexanol,TP0001283E08,TP0001283,'13491-79-7',AT003291
4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol,TP0001283E09,TP0001283,'562-74-3',AT003292
N-(Isobutoxymethyl)acrylamide,TP0001283E10,TP0001283,'16669-59-3',AT003293
Butane-1-sulfonyl chloride,TP0001283E11,TP0001283,'2386-60-9',AT003294
"Propane-1,3-diyl bis(4-aminobenzoate)",TP0001283E12,TP0001283,'57609-64-0',AT003295
1-Butyl-1-methylpyrrolidinium chloride,TP0001283F01,TP0001283,'479500-35-1',AT003296
"2,3,4-Trihydroxbenzophenone",TP0001283F02,TP0001283,'1143-72-2',AT003297
Hexylparaben,TP0001283F03,TP0001283,'1083-27-8',AT003298
Pentaerythritol allyl ether,TP0001283F04,TP0001283,'91648-24-7',AT003299
N-Isopropylphthalimide,TP0001283F05,TP0001283,'304-17-6',AT003300
Prop-2-en-1-yl 3-cyclohexylpropanoate,TP0001283F06,TP0001283,'2705-87-5',AT003301
2-Cyanoethyl prop-2-enoate,TP0001283F07,TP0001283,'106-71-8',AT003302
3-(4-tert-Butylphenyl)propanal,TP0001283F08,TP0001283,'18127-01-0',AT003303
"3,7-Dimethyloctanal",TP0001283F09,TP0001283,'5988-91-0',AT003304
"Trisodium 2,4,6-trithioxo-1,3,5-triazinane-1,3,5-triide",TP0001283F10,TP0001283,'17766-26-6',AT003305
2-(4-Hydroxybenzyl)phenol,TP0001283F11,TP0001283,'2467-03-0',AT003306
"3,3'-Sulphonyldianiline",TP0001283F12,TP0001283,'599-61-1',AT003307
1-Butyl-3-methylimidazolium chloride,TP0001283G01,TP0001283,'79917-90-1',AT003308
Clorophene,TP0001283G02,TP0001283,'120-32-1',AT003309
Aluminum hydroxide acetate (1:1:2),TP0001283G03,TP0001283,'142-03-0',AT003310
"1-tert-Butyl-3,4,5-trimethyl-2,6-dinitrobenzene",TP0001283G04,TP0001283,'145-39-1',AT003311
"1H-Isoindole-1,3(2H)-diimine",TP0001283G05,TP0001283,'3468-11-9',AT003312
3-Methylbutyl 3-methylbutanoate,TP0001283G06,TP0001283,'659-70-1',AT003313
2-Hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one,TP0001283G07,TP0001283,'106797-53-9',AT003314
"3,7-Dimethyloct-6-en-3-ol",TP0001283G08,TP0001283,'18479-51-1',AT003315
"Propane-1,2-diyl diacetate",TP0001283G09,TP0001283,'623-84-7',AT003316
"N-(2,4-Dimethylphenyl)acetamide",TP0001283G10,TP0001283,'2050-43-3',AT003317
4-Ethenylphenyl acetate,TP0001283G11,TP0001283,'2628-16-2',AT003318
"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",TP0001283G12,TP0001283,'682-09-7',AT003319
N-Butylpyridinium chloride,TP0001283H01,TP0001283,'1124-64-7',AT003320
Sucralose,TP0001283H02,TP0001283,'56038-13-2',AT003321
"5-Bromo-5-nitro-1,3-dioxane",TP0001283H03,TP0001283,'30007-47-7',AT003322
3-[Ethyl(phenyl)amino]propanenitrile,TP0001283H04,TP0001283,'148-87-8',AT003323
N-(4-Methoxyphenyl)-3-oxobutanamide,TP0001283H05,TP0001283,'5437-98-9',AT003324
2-Phenylethyl 2-methylpropanoate,TP0001283H06,TP0001283,'103-48-0',AT003325
"1,4-Butanediol diacrylate",TP0001283H07,TP0001283,'1070-70-8',AT003326
"2,6-Dimethyloctan-2-ol",TP0001283H08,TP0001283,'18479-57-7',AT003327
Propylene glycol diacetate,TP0001283H09,TP0001283,'7473-98-5',AT003328
"Butane-1,4-diyl bis(2-methylprop-2-enoate)",TP0001283H10,TP0001283,'2082-81-7',AT003329
"(2,2,6,6-Tetramethyl-4-oxopiperidin-1-yl)oxidanyl",TP0001283H11,TP0001283,'2896-70-0',AT003330
2-(2-Ethoxyethoxy)ethyl prop-2-enoate,TP0001283H12,TP0001283,'7328-17-8',AT003331
{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene,TP0001284A01,TP0001284,'764-99-8',AT003332
"1,2-Bis(2-chloroethoxy)ethane",TP0001284A02,TP0001284,'112-26-5',AT003333
Oryzalin,TP0001284A03,TP0001284,'19044-88-3',AT003334
Ethyl isovalerate,TP0001284A04,TP0001284,'108-64-5',AT003335
"cis-3,7-Dimethyl-2,6-octadien-1-yl acetate",TP0001284A05,TP0001284,'141-12-8',AT003336
(E)-2-Nonenal,TP0001284A06,TP0001284,'18829-56-6',AT003337
Ethyl hydrocinnamate,TP0001284A07,TP0001284,'2021-28-5',AT003338
Sclareol,TP0001284A08,TP0001284,'515-03-7',AT003339
9-Decenyl acetate,TP0001284A09,TP0001284,'50816-18-7',AT003340
beta-Cyclocitral,TP0001284A10,TP0001284,'432-25-7',AT003341
"6-Acetyl-1,2,3,4-tetrahydronaphthalene",TP0001284A11,TP0001284,'774-55-0',AT003342
Citronellyl propionate,TP0001284A12,TP0001284,'141-14-0',AT003343
"3,6,9,12-Tetraoxatetradeca-1,13-diene",TP0001284B01,TP0001284,'765-12-8',AT003344
"(2,2-Dimethoxyethyl)benzene",TP0001284B02,TP0001284,'101-48-4',AT003345
Longifolene,TP0001284B03,TP0001284,'475-20-7',AT003346
Ethyl levulinate,TP0001284B04,TP0001284,'539-88-8',AT003347
2-Methylphenethyl alcohol,TP0001284B05,TP0001284,'19819-98-8',AT003348
Methyl 2-methoxybenzoate,TP0001284B06,TP0001284,'606-45-1',AT003349
3-Phenylbutyraldehyde,TP0001284B07,TP0001284,'16251-77-7',AT003350
(-)-Ambroxide,TP0001284B08,TP0001284,'6790-58-5',AT003351
Ethyl 2-methoxybenzoate,TP0001284B09,TP0001284,'7335-26-4',AT003352
4-Isopropylcyclohexanol,TP0001284B10,TP0001284,'4621-04-9',AT003353
delta-Octanolactone,TP0001284B11,TP0001284,'698-76-0',AT003354
2-Cyclohexylethyl acetate,TP0001284B12,TP0001284,'21722-83-8',AT003355
"2,5-Bis(2-methylbutan-2-yl)benzene-1,4-diol",TP0001284C01,TP0001284,'79-74-3',AT003356
Tribenzylamine,TP0001284C02,TP0001284,'620-40-6',AT003357
Butyl 2-methylbutyrate,TP0001284C03,TP0001284,'15706-73-7',AT003358
Butyrophenone,TP0001284C04,TP0001284,'495-40-9',AT003359
"3,5,5-Trimethyl-2-cyclohexen-1-ol",TP0001284C05,TP0001284,'470-99-5',AT003360
Mancozeb,TP0001284C06,TP0001284,'8018-01-7',AT003361
Undecanoic delta-lactone,TP0001284C07,TP0001284,'710-04-3',AT003362
Geranic acid,TP0001284C08,TP0001284,'459-80-3',AT003363
Methyl geranate,TP0001284C09,TP0001284,'NOCAS_47129',AT003364
Geranyl butyrate,TP0001284C10,TP0001284,'106-29-6',AT003365
"7-Methyl-2H-1,5-benzodioxepin-3(4H)-one",TP0001284C11,TP0001284,'28940-11-6',AT003366
Decyl acetate,TP0001284C12,TP0001284,'112-17-4',AT003367
"2-Ethylanthracene-9,10-dione",TP0001284D01,TP0001284,'84-51-5',AT003368
alpha-Cedrene,TP0001284D02,TP0001284,'469-61-4',AT003369
Nootkatone,TP0001284D03,TP0001284,'4674-50-4',AT003370
"1,3-Dimethoxybenzene",TP0001284D04,TP0001284,'151-10-0',AT003371
Isobutyl benzoate,TP0001284D05,TP0001284,'120-50-3',AT003372
"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde",TP0001284D06,TP0001284,'472-66-2',AT003373
"trans-2,cis-6-Nonadienal",TP0001284D07,TP0001284,'557-48-2',AT003374
Isopulegol,TP0001284D08,TP0001284,'89-79-2',AT003375
Benzyl tiglate,TP0001284D09,TP0001284,'37526-88-8',AT003376
2-Heptanol,TP0001284D10,TP0001284,'543-49-7',AT003377
4-(4-Methoxyphenyl)-2-butanone,TP0001284D11,TP0001284,'104-20-1',AT003378
gamma-Dodecalactone,TP0001284D12,TP0001284,'2305-05-7',AT003379
"3,3,5-Trimethylcyclohexanone",TP0001284E01,TP0001284,'873-94-9',AT003380
"(2E,6Z)-1,1-diethoxynona-2,6-diene",TP0001284E02,TP0001284,'67674-36-6',AT003381
Ocimene-Limonene mixture,TP0001284E03,TP0001284,'NOCAS_47051',AT003382
Heptadecane,TP0001284E04,TP0001284,'629-78-7',AT003383
(S)-Limonene,TP0001284E05,TP0001284,'5989-54-8',AT003384
1-Phenylethyl propionate,TP0001284E06,TP0001284,'120-45-6',AT003385
2-Methoxy-4-methylphenol,TP0001284E07,TP0001284,'93-51-6',AT003386
Ytterbium(III) chloride,TP0001284E08,TP0001284,'10361-91-8',AT003387
3-Methyl-2-butenyl benzoate,TP0001284E09,TP0001284,'5205-11-8',AT003388
4-Methylphenyl 3-methylbutanoate,TP0001284E10,TP0001284,'55066-56-3',AT003389
5-Methyl-2-thiophenecarboxaldehyde,TP0001284E11,TP0001284,'13679-70-4',AT003390
Linalyl benzoate,TP0001284E12,TP0001284,'126-64-7',AT003391
"2,6-Di-tert-butyl-4-[(dimethylamino)methyl]phenol",TP0001284F01,TP0001284,'88-27-7',AT003392
4-Ethyl-2-methoxyphenol,TP0001284F02,TP0001284,'2785-89-9',AT003393
Valencene,TP0001284F03,TP0001284,'4630-07-3',AT003394
(E)-2-Hexen-1-ol,TP0001284F04,TP0001284,'928-95-0',AT003395
4-Ethylbenzaldehyde,TP0001284F05,TP0001284,'4748-78-1',AT003396
Jasmone,TP0001284F06,TP0001284,'488-10-8',AT003397
Citronellic acid,TP0001284F07,TP0001284,'502-47-6',AT003398
"4'-tert-Butyl-2',6'-dimethylacetophenone",TP0001284F08,TP0001284,'2040-10-0',AT003399
Bromopentafluorobenzene,TP0001284F09,TP0001284,'344-04-7',AT003400
Linalyl isovalerate,TP0001284F10,TP0001284,'1118-27-0',AT003401
Bis(2-butoxyethyl) phthalate,TP0001284F11,TP0001284,'117-83-9',AT003402
"trans-2,cis-6-Nonadien-1-ol",TP0001284F12,TP0001284,'28069-72-9',AT003403
Fluxofenim,TP0001284G01,TP0001284,'88485-37-4',AT003404
alpha-Irone,TP0001284G02,TP0001284,'79-69-6',AT003405
(R)-alpha-Phellandrene,TP0001284G03,TP0001284,'4221-98-1',AT003406
"1,2-Dimethoxybenzene",TP0001284G04,TP0001284,'91-16-7',AT003407
2-tert-Butylcyclohexanone,TP0001284G05,TP0001284,'1728-46-7',AT003408
Methyl 2-octynoate,TP0001284G06,TP0001284,'111-12-6',AT003409
"3,5,5-Trimethylhexanal",TP0001284G07,TP0001284,'5435-64-3',AT003410
Nonyl acetate,TP0001284G08,TP0001284,'143-13-5',AT003411
5-Cyclohexadecen-1-one,TP0001284G09,TP0001284,'37609-25-9',AT003412
Triadimenol,TP0001284G10,TP0001284,'55219-65-3',AT003413
"2,3,5-Trimethylphenol",TP0001284G11,TP0001284,'697-82-5',AT003414
Rhodinol,TP0001284G12,TP0001284,'141-25-3',AT003415
4-Tolyl acetate,TP0001284H01,TP0001284,'140-39-6',AT003416
Ethyl dodecanoate,TP0001284H02,TP0001284,'106-33-2',AT003417
Theaspirane,TP0001284H03,TP0001284,'36431-72-8',AT003418
"2,3-Hexanedione",TP0001284H04,TP0001284,'3848-24-6',AT003419
2-sec-Butyl-3-methoxypyrazine,TP0001284H05,TP0001284,'24168-70-5',AT003420
Ethyl benzoylacetate,TP0001284H06,TP0001284,'94-02-0',AT003421
2-Phenylpropionaldehyde dimethyl acetal,TP0001284H07,TP0001284,'90-87-9',AT003422
Heptyl acetate,TP0001284H08,TP0001284,'112-06-1',AT003423
Cyclopentadecanone,TP0001284H09,TP0001284,'502-72-7',AT003424
Piperonyl acetone,TP0001284H10,TP0001284,'55418-52-5',AT003425
Isobutyl salicylate,TP0001284H11,TP0001284,'87-19-4',AT003426
p-Mentha-8-thiol-3-one,TP0001284H12,TP0001284,'38462-22-5',AT003427
Fenchyl acetate,TP0001285A01,TP0001285,'13851-11-1',AT003428
Citronellyl butyrate,TP0001285A02,TP0001285,'141-16-2',AT003429
2-methyl-6-methylideneoct-7-en-2-yl acetate,TP0001285A03,TP0001285,'1118-39-4',AT003430
"6-Methyl-1,2,3,4-tetrahydroquinoline",TP0001285A04,TP0001285,'91-61-2',AT003431
Hexyl isobutyrate,TP0001285A05,TP0001285,'2349-07-7',AT003432
(3Z)-Hex-3-en-1-yl hexanoate,TP0001285A06,TP0001285,'31501-11-8',AT003433
Hexyl propanoate,TP0001285A07,TP0001285,'2445-76-3',AT003434
2-Methyl-1-phenylpropan-2-ol,TP0001285A08,TP0001285,'100-86-7',AT003435
4-Pentanolide,TP0001285A09,TP0001285,'108-29-2',AT003436
1-Cyclohexylethanol,TP0001285A10,TP0001285,'1193-81-3',AT003437
Octanenitrile,TP0001285A11,TP0001285,'124-12-9',AT003438
cis-5-Octen-1-ol,TP0001285A12,TP0001285,'64275-73-6',AT003439
Ethyl 2-methylpentanoate,TP0001285B01,TP0001285,'39255-32-8',AT003440
Methyl citronellate,TP0001285B02,TP0001285,'2270-60-2',AT003441
5-Methyl-2-phenyl-2-hexenal,TP0001285B03,TP0001285,'21834-92-4',AT003442
"Hydrazinecarboxylic acid, phenylmethyl ester",TP0001285B04,TP0001285,'5331-43-1',AT003443
Hydroxycitronellal dimethyl acetal,TP0001285B05,TP0001285,'141-92-4',AT003444
(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate,TP0001285B06,TP0001285,'67883-79-8',AT003445
2-Phenylethyl hexanoate,TP0001285B07,TP0001285,'6290-37-5',AT003446
Benzyl 3-methylbutanoate,TP0001285B08,TP0001285,'103-38-8',AT003447
Oxacycloheptadecan-2-one,TP0001285B09,TP0001285,'109-29-5',AT003448
Isoquinoline,TP0001285B10,TP0001285,'119-65-3',AT003449
9-Decen-1-ol,TP0001285B11,TP0001285,'13019-22-2',AT003450
2-Propylphenol,TP0001285B12,TP0001285,'644-35-9',AT003451
2-Methoxy-4-propylphenol,TP0001285C01,TP0001285,'2785-87-7',AT003452
Linalyl cinnamate,TP0001285C02,TP0001285,'78-37-5',AT003453
4-(4-Hydroxy-3-methoxyphenyl)-2-butanone,TP0001285C03,TP0001285,'122-48-5',AT003454
3-Carene,TP0001285C04,TP0001285,'13466-78-9',AT003455
"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate",TP0001285C05,TP0001285,'6290-17-1',AT003456
2-Phenylethyl 2-methylbutanoate,TP0001285C06,TP0001285,'24817-51-4',AT003457
(3Z)-Hex-3-en-1-yl 2-methylpropanoate,TP0001285C07,TP0001285,'41519-23-7',AT003458
2-Phenylethyl butanoate,TP0001285C08,TP0001285,'103-52-6',AT003459
Dihexyl nonanedioate,TP0001285C09,TP0001285,'109-31-9',AT003460
Methyl 4-methoxybenzoate,TP0001285C10,TP0001285,'121-98-2',AT003461
Methyl 3-nonenoate,TP0001285C11,TP0001285,'13481-87-3',AT003462
Maltol isobutyrate,TP0001285C12,TP0001285,'65416-14-0',AT003463
Dihydro-beta-ionone,TP0001285D01,TP0001285,'17283-81-7',AT003464
3-Phenylpropyl cinnamate,TP0001285D02,TP0001285,'122-68-9',AT003465
1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one,TP0001285D03,TP0001285,'31375-17-4',AT003466
3-Ethyl-2-methylpyrazine,TP0001285D04,TP0001285,'15707-23-0',AT003467
Triclosan,TP0001285D05,TP0001285,'3380-34-5',AT003468
"(1R,5R)-3,3,5-trimethylcyclohexanol",TP0001285D06,TP0001285,'933-48-2',AT003469
(6Z)-Non-6-en-1-ol,TP0001285D07,TP0001285,'35854-86-5',AT003470
2-Phenylethyl 3-phenylprop-2-enoate,TP0001285D08,TP0001285,'103-53-7',AT003471
Butyl undec-10-enoate,TP0001285D09,TP0001285,'109-42-2',AT003472
Isobutyl 3-phenylacrylate,TP0001285D10,TP0001285,'122-67-8',AT003473
Tridec-2-enenitrile,TP0001285D11,TP0001285,'22629-49-8',AT003474
12-Oxahexadecanolide,TP0001285D12,TP0001285,'6707-60-4',AT003475
Vanillin isobutyrate,TP0001285E01,TP0001285,'20665-85-4',AT003476
PFOS,TP0001285E02,TP0001285,'1763-23-1',AT003477
"1,1'-Bi(cyclohexyl)-2-one",TP0001285E03,TP0001285,'90-42-6',AT003478
Linalyl isobutyrate,TP0001285E04,TP0001285,'78-35-3',AT003479
epsilon-Decalactone,TP0001285E05,TP0001285,'5579-78-2',AT003480
"3,7-Dimethylocta-1,6-dien-3-yl propanoate",TP0001285E06,TP0001285,'144-39-8',AT003481
6-Pentyl-2H-pyran-2-one,TP0001285E07,TP0001285,'27593-23-3',AT003482
3-Phenylprop-2-en-1-yl 2-methylpropanoate,TP0001285E08,TP0001285,'103-59-3',AT003483
2-Methylundecanal,TP0001285E09,TP0001285,'110-41-8',AT003484
3-Phenyl-2-propen-1-yl 3-phenylacrylate,TP0001285E10,TP0001285,'122-69-0',AT003485
4-Cyclohexyl-4-methyl-pentan-2-one,TP0001285E11,TP0001285,'4927-39-3',AT003486
"2-Methyl-4-propyl-1,3-oxathiane",TP0001285E12,TP0001285,'67715-80-4',AT003487
alpha-Farnesene,TP0001285F01,TP0001285,'502-61-4',AT003488
Geranyl tiglate,TP0001285F02,TP0001285,'7785-33-3',AT003489
alpha-Hexyl-gamma-butyrolactone,TP0001285F03,TP0001285,'18436-37-8',AT003490
Salicylic acid p-tolyl ester,TP0001285F04,TP0001285,'607-88-5',AT003491
Hexyl hexanoate,TP0001285F05,TP0001285,'6378-65-0',AT003492
(3Z)-Hex-3-en-1-yl propanoate,TP0001285F06,TP0001285,'33467-74-2',AT003493
Allyl Ionone,TP0001285F07,TP0001285,'79-78-7',AT003494
4-Octanolide,TP0001285F08,TP0001285,'104-50-7',AT003495
Hexyl octanoate,TP0001285F09,TP0001285,'1117-55-1',AT003496
3-Phenylpropyl acetate,TP0001285F10,TP0001285,'122-72-5',AT003497
Phenethyl tiglate,TP0001285F11,TP0001285,'55719-85-2',AT003498
Anisyl propionate,TP0001285F12,TP0001285,'7549-33-9',AT003499
Phenoxyethyl propionate,TP0001285G01,TP0001285,'23495-12-7',AT003500
"2,4-Hexadienyl isobutyrate",TP0001285G02,TP0001285,'16491-24-0',AT003501
4-Isopropylbenzonitrile,TP0001285G03,TP0001285,'13816-33-6',AT003502
Benzyl butyrate,TP0001285G04,TP0001285,'103-37-7',AT003503
(3Z)-Hex-3-en-1-yl benzoate,TP0001285G05,TP0001285,'25152-85-6',AT003504
Pentyl hexanoate,TP0001285G06,TP0001285,'540-07-8',AT003505
alpha-Phellandrene,TP0001285G07,TP0001285,'99-83-2',AT003506
3-Phenylpropanal,TP0001285G08,TP0001285,'104-53-0',AT003507
Methyl 2-nonynoate,TP0001285G09,TP0001285,'111-80-8',AT003508
Ethyl nonanoate,TP0001285G10,TP0001285,'123-29-5',AT003509
(3aR)-(+)-Sclareolide,TP0001285G11,TP0001285,'564-20-5',AT003510
4-Methyl-1-phenyl-2-pentanol,TP0001285G12,TP0001285,'7779-78-4',AT003511
"Dihydro-1,1,2,3,3-pentamethyl-4(5H)-indanone",TP0001285H01,TP0001285,'33704-61-9',AT003512
Ethyl linalool,TP0001285H02,TP0001285,'10339-55-6',AT003513
3-Methoxy-5-methylphenol,TP0001285H03,TP0001285,'3209-13-0',AT003514
Ethyl hexadecanoate,TP0001285H04,TP0001285,'628-97-7',AT003515
Hexyl butyrate,TP0001285H05,TP0001285,'2639-63-6',AT003516
Bisphenol A,TP0001285H06,TP0001285,'80-05-7',AT003517
Hexyl 2-methylbutanoate,TP0001285H07,TP0001285,'10032-15-2',AT003518
2-Methoxy-4-methyl-1-(propan-2-yl)benzene,TP0001285H08,TP0001285,'1076-56-8',AT003519
Dodecyl acetate,TP0001285H09,TP0001285,'112-66-3',AT003520
Ethyl tetradecanoate,TP0001285H10,TP0001285,'124-06-1',AT003521
Naphthalen-2-yl 2-aminobenzoate,TP0001285H11,TP0001285,'63449-68-3',AT003522
"2,2,2-Trichloro-1-phenylethyl acetate",TP0001285H12,TP0001285,'90-17-5',AT003523
BisOPP-A,TP0001286A01,TP0001286,'24038-68-4',AT003524
"1,3,5-Tris[3-(trimethoxysilyl)propyl]-1,3,5-triazinane-2,4,6-trione",TP0001286A02,TP0001286,'26115-70-8',AT003525
Dibromoacetic acid,TP0001286A03,TP0001286,'631-64-1',AT003526
BPS-MPE4,TP0001286B01,TP0001286,'63134-33-8',AT003527
2-Methylbenzenethiol,TP0001286B02,TP0001286,'137-06-4',AT003528
3-Nitrobenzoic acid,TP0001286B03,TP0001286,'121-92-6',AT003529
(-)-Epigallocatechin gallate,TP0001286C01,TP0001286,'989-51-5',AT003530
Acetaldehyde ethyl cis-3-hexenyl acetal,TP0001286C02,TP0001286,'28069-74-1',AT003531
p-Xylenol blue,TP0001286C03,TP0001286,'125-31-5',AT003532
Isocetyl stearate,TP0001286D01,TP0001286,'25339-09-7',AT003533
"3,3-Dimethylallyl acetate",TP0001286D02,TP0001286,'1191-16-8',AT003534
2-Carboxyethyl acrylate,TP0001286D03,TP0001286,'24615-84-7',AT003535
Methyl hesperidin,TP0001286E01,TP0001286,'11013-97-1',AT003536
2-Pentylfuran,TP0001286E02,TP0001286,'3777-69-3',AT003537
"2,2',2'',2'''-[Ethane-1,1,2,2-tetrayltetrakis(4,1-phenyleneoxymethylene)]tetraoxirane",TP0001286F01,TP0001286,'7328-97-4',AT003538
Erythrosin B,TP0001286F02,TP0001286,'15905-32-5',AT003539
Ergotamine D-tartrate,TP0001286G01,TP0001286,'379-79-3',AT003540
2-(2-Butoxyethoxy)ethyl thiocyanate,TP0001286G02,TP0001286,'112-56-1',AT003541
"2',4',5',7'-Tetrabromofluorescein",TP0001286H01,TP0001286,'15086-94-9',AT003542
2-Amino-4-nitrophenol,TP0001286H02,TP0001286,'99-57-0',AT003543
Axitinib,Axitinib,a1-L1300-01,319460-85-0,AT003544
Afatinib (BIBW2992),Afatinib (BIBW2992),a2-L1300-01,439081-18-2,AT003545
Bortezomib (Velcade),Bortezomib (Velcade),a3-L1300-01,179324-69-7,AT003546
Bosutinib (SKI-606),Bosutinib (SKI-606),a4-L1300-01,380843-75-4,AT003547
Dasatinib (BMS-354825),Dasatinib (BMS-354825),a5-L1300-01,302962-49-8,AT003548
Erlotinib HCl,Erlotinib HCl,a6-L1300-01,183319-69-9,AT003549
Gefitinib (Iressa),Gefitinib (Iressa),a7-L1300-01,184475-35-2,AT003550
Imatinib Mesylate,Imatinib Mesylate,a8-L1300-01,220127-57-1,AT003551
Lapatinib Ditosylate (Tykerb),Lapatinib Ditosylate (Tykerb),a9-L1300-01,388082-77-7,AT003552
Lenalidomide,Lenalidomide,a10-L1300-01,191732-72-6,AT003553
Nilotinib (AMN-107),Nilotinib (AMN-107),a11-L1300-01,641571-10-0,AT003554
Pazopanib HCl,Pazopanib HCl,b1-L1300-01,635702-64-6,AT003555
Rapamycin (Sirolimus),Rapamycin (Sirolimus),b2-L1300-01,53123-88-9,AT003556
Sorafenib (Nexavar),Sorafenib (Nexavar),b3-L1300-01,475207-59-1,AT003557
Sunitinib Malate (Sutent),Sunitinib Malate (Sutent),b4-L1300-01,341031-54-7,AT003558
Temsirolimus (Torisel),Temsirolimus (Torisel),b5-L1300-01,162635-04-3,AT003559
Vandetanib (Zactima),Vandetanib (Zactima),b6-L1300-01,443913-73-3,AT003560
Vorinostat (SAHA),Vorinostat (SAHA),b7-L1300-01,149647-78-9,AT003561
Masitinib (AB1010),Masitinib (AB1010),b8-L1300-01,790299-79-5,AT003562
Crizotinib (PF-02341066),Crizotinib (PF-02341066),b9-L1300-01,877399-52-5,AT003563
Vismodegib (GDC-0449),Vismodegib (GDC-0449),b10-L1300-01,879085-55-9,AT003564
XL-184 (Cabozantinib),XL-184 (Cabozantinib),b11-L1300-01,849217-68-1,AT003565
Everolimus (RAD001),Everolimus (RAD001),c1-L1300-01,159351-69-6,AT003566
Abiraterone (CB-7598),Abiraterone (CB-7598),c2-L1300-01,154229-19-3,AT003567
Pemetrexed,Pemetrexed,c3-L1300-01,150399-23-8,AT003568
Malotilate,Malotilate,c4-L1300-01,59937-28-9  ,AT003569
Ivacaftor (VX-770),Ivacaftor (VX-770),c5-L1300-01,873054-44-5,AT003570
Docetaxel (Taxotere),Docetaxel (Taxotere),c6-L1300-01,114977-28-5,AT003571
Gemcitabine HCl (Gemzar),Gemcitabine HCl (Gemzar),c7-L1300-01,122111-03-9,AT003572
Paclitaxel (Taxol),Paclitaxel (Taxol),c8-L1300-01,33069-62-4,AT003573
Capecitabine (Xeloda),Capecitabine (Xeloda),c9-L1300-01,154361-50-9,AT003574
Cisplatin,Cisplatin,c10-L1300-01,15663-27-1,AT003575
Valproic acid sodium salt (Sodium valproate),Valproic acid sodium salt (Sodium valproate),c11-L1300-01,1069-66-5,AT003576
Regorafenib (BAY 73-4506),Regorafenib (BAY 73-4506),d1-L1300-01,755037-03-7,AT003577
Ritonavir,Ritonavir,d2-L1300-01,155213-67-5,AT003578
Anastrozole,Anastrozole,d3-L1300-01,120511-73-1,AT003579
Aprepitant (MK-0869),Aprepitant (MK-0869),d4-L1300-01,170729-80-3,AT003580
Bicalutamide (Casodex),Bicalutamide (Casodex),d5-L1300-01,90357-06-5,AT003581
Fulvestrant (Faslodex),Fulvestrant (Faslodex),d6-L1300-01,129453-61-8,AT003582
Thalidomide,Thalidomide,d7-L1300-01,50-35-1,AT003583
Exemestane,Exemestane,d8-L1300-01,107868-30-4,AT003584
Finasteride,Finasteride,d9-L1300-01,98319-26-7,AT003585
Irinotecan,Irinotecan,d10-L1300-01,97682-44-5,AT003586
Cladribine,Cladribine,d11-L1300-01,4291-63-8,AT003587
Decitabine,Decitabine,e1-L1300-01,2353-33-5,AT003588
Dutasteride,Dutasteride,e2-L1300-01,164656-23-9,AT003589
Melatonin,Melatonin,e3-L1300-01,73-31-4,AT003590
Bisoprolol,Bisoprolol,e4-L1300-01,104344-23-2,AT003591
Doxorubicin (Adriamycin),Doxorubicin (Adriamycin),e5-L1300-01,25316-40-9,AT003592
Adrucil (Fluorouracil),Adrucil (Fluorouracil),e6-L1300-01,51-21-8,AT003593
Abitrexate (Methotrexate),Abitrexate (Methotrexate),e7-L1300-01,59-05-2,AT003594
Imiquimod,Imiquimod,e8-L1300-01,99011-02-6,AT003595
Bendamustine HCL,Bendamustine HCL,e9-L1300-01,3543-75-7,AT003596
Nelarabine (Arranon),Nelarabine (Arranon),e10-L1300-01,121032-29-9,AT003597
Bleomycin sulfate,Bleomycin sulfate,e11-L1300-01,9041-93-4,AT003598
Carboplatin,Carboplatin,f1-L1300-01,41575-94-4,AT003599
Clafen (Cyclophosphamide),Clafen (Cyclophosphamide),f2-L1300-01,50-18-0,AT003600
Clofarabine,Clofarabine,f3-L1300-01,123318-82-1,AT003601
Dacarbazine (DTIC-Dome),Dacarbazine (DTIC-Dome),f4-L1300-01,4342-03-4,AT003602
Dexrazoxane Hydrochloride,Dexrazoxane Hydrochloride,f5-L1300-01,149003-01-0,AT003603
Epirubicin Hydrochloride,Epirubicin Hydrochloride,f6-L1300-01,56390-09-1,AT003604
Oxaliplatin (Eloxatin),Oxaliplatin (Eloxatin),f7-L1300-01,61825-94-3,AT003605
"Etoposide (VP-16)
","Etoposide (VP-16)
",f8-L1300-01,33419-42-0,AT003606
Evista (Raloxifene Hydrochloride),Evista (Raloxifene Hydrochloride),f9-L1300-01,82640-04-8,AT003607
